#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
Master Chu and the Drunkard Hu (USA) (Unl);Master Chu and the Drunkard Hu (USA);NES;;1989;Color Dreams;;;;;;;;mastrchu;;;;;;;
Maxi 15 (USA) (Rev 1) (Unl);Maxi 15 (USA, v2.0);NES;maxi15;1992;American Video Entertainment;;;;;;;;maxi15u;;;;;;;
Mechanized Attack (USA);Mechanized Attack (USA);NES;;1990;SNK;;;;;;;;mechatak;;;;;;;
Mega Man (USA);Mega Man (USA);NES;megaman;1987;Capcom;;;;;;;;megamanu;;;;;;;
Mega Man 2 (USA);Mega Man 2 (USA);NES;megaman2;1989;Capcom;;;;;;;;megaman2u;;;;;;;
Mega Man 3 (USA);Mega Man 3 (USA);NES;megaman3;1990;Capcom;;;;;;;;megaman3u;;;;;;;
Mega Man 4 (USA) (Rev 1);Mega Man 4 (USA, Rev. A);NES;megaman4;1992;Capcom;;;;;;;;megaman4u;;;;;;;
Mega Man 5 (USA);Mega Man 5 (USA);NES;megaman5;1992;Capcom;;;;;;;;megaman5u;;;;;;;
Mega Man 6 (USA);Mega Man 6 (USA);NES;;1994;Nintendo;;;;;;;;megaman6;;;;;;;
Menace Beach (USA) (Unl);Menace Beach (USA);NES;;1990;Color Dreams;;;;;;;;menaceb;;;;;;;
Mendel Palace (USA);Mendel Palace (USA);NES;;1990;Hudson Soft;;;;;;;;mendel;;;;;;;
Mermaids of Atlantis - The Riddle of the Magic Bubble (USA) (Unl);Mermaids of Atlantis - The Riddle of the Magic Bubble (USA);NES;;1991;American Video Entertainment;;;;;;;;mermatl;;;;;;;
Metal Fighter (USA) (Unl);Metal Fighter μ (USA);NES;;1989;Color Dreams;;;;;;;;metalfgt;;;;;;;
Metal Gear (USA);Metal Gear (USA);NES;mgear;1988;Ultra Games;;;;;;;;mgearu;;;;;;;
MetalMech - Man & Machine (USA);Metal Mech (USA);NES;;1991;Jaleco;;;;;;;;metlmech;Metal Mech - Man & Machine (Box);;;;;;
Metal Storm (USA);Metal Storm (USA);NES;;1991;Irem;;;;;;;;metalstr;;;;;;;
Metroid (USA);Metroid (USA);NES;metroid;1986;Nintendo;;;;;;;;metroidu;;;;;;;
Michael Andretti's World GP (USA);Michael Andretti's World GP (USA);NES;;1990;American Sammy;;;;;;;;andretti;;;;;;;
Mickey Mousecapade (USA);Mickey Mousecapade (USA);NES;;1988;Capcom;;;;;;;;mickey;;;;;;;
Mickey's Adventure in Numberland (USA);Mickey's Adventure in Numberland (USA);NES;;1994;Hi Tech Expressions;;;;;;;;mickeyan;;;;;;;
Mickey's Safari in Letterland (USA);Mickey's Safari in Letterland (USA);NES;;1993;Hi Tech Expressions;;;;;;;;mickeysl;;;;;;;
Micro Machines (Europe) (Unl);Micro Machines (Euro);NES;;1992;Codemasters;;;;;;;;micromac;;;;;;;
Micro Machines (USA) (Unl);Micro Machines (USA);NES;micromac;1992;Camerica;;;;;;;;micromacu;;;;;;;
Might & Magic - Secret of the Inner Sanctum (USA);Might and Magic - Secret of the Inner Sanctum (USA);NES;;1992;American Sammy;;;;;;;;mightmag;;;;;;;
Mighty Bomb Jack (USA);Mighty Bomb Jack (USA);NES;mightybj;1987;Tecmo;;;;;;;;mightybju;;;;;;;
Mighty Final Fight (USA);Mighty Final Fight (USA);NES;mffight;1993;Capcom;;;;;;;;mffightu;;;;;;;
Mike Tyson's Punch-Out!! (Japan, USA) (Rev 1);Mike Tyson's Punch-Out!! (Jpn, USA, Rev. A);NES;tysonpo;1987;Nintendo;;;;;;;;tysonpoju;;;;;;;
Millipede (USA);Millipede (USA);NES;;1988;HAL Laboratory;;;;;;;;milliped;;;;;;;
Milon's Secret Castle (USA);Milon's Secret Castle (USA);NES;;1988;Hudson Soft;;;;;;;;milon;;;;;;;
Mindblower Pak (Australia) (Unl);Mind Blower Pak (Aus);NES;;1992;HES;;;;;;;;mindblow;;;;;;;
Miracle Piano Teaching System, The (USA);The Miracle Piano Teaching System (USA);NES;;1990;The Software Toolworks;;;;;;;;miraclep;;;;;;;
Mission Cobra (USA) (Unl);Mission Cobra (USA);NES;;1990;Bunch Games;;;;;;;;miscobra;;;;;;;
Mission - Impossible (USA);Mission: Impossible (USA);NES;missimp;1990;Ultra Games;;;;;;;;missimpu;;;;;;;
Monopoly (USA);Monopoly (USA);NES;;1991;Parker Brothers;;;;;;;;monopoly;;;;;;;
Monster in My Pocket (USA);Monster In My Pocket (USA);NES;monstpok;1992;Konami;;;;;;;;monstpoku;;;;;;;
Monster Party (USA);Monster Party (USA);NES;;1989;Bandai;;;;;;;;monstpar;;;;;;;
Monster Truck Rally (USA);Monster Truck Rally (USA);NES;;1991;INTV;;;;;;;;mtrally;;;;;;;
Moon Ranger (USA) (Unl);Moon Ranger (USA);NES;;1990;Bunch Games;;;;;;;;moonrang;;;;;;;
Motor City Patrol (USA);Motor City Patrol (USA);NES;;1992;Matchbox;;;;;;;;motorcp;;;;;;;
Mr. Gimmick (Europe);Mr. Gimmick (Euro);NES;;1993;Sunsoft;;;;;;;;gimmick;;;;;;;
Ms. Pac-Man (USA) (Namco);Ms. Pac-Man (USA, Namco);NES;;1993;Namcot;;;;;;;;mspacman;;;;;;;
Ms. Pac-Man (USA) (Tengen) (Unl);Ms. Pac-Man (USA, Tengen);NES;;1990;Tengen;;;;;;;;mspacmnt;;;;;;;
Muppet Adventure - Chaos at the Carnival (USA);Muppet Adventure - Chaos at the Carnival (USA);NES;;1990;Hi Tech Expressions;;;;;;;;muppet;;;;;;;
Mutant Virus, The - Crisis in a Computer World (USA);The Mutant Virus (USA);NES;;1992;American Softworks;;;;;;;;mutantv;;;;;;;
Mystery Quest (USA);Mystery Quest (USA);NES;;1989;Taxan;;;;;;;;mysteryq;;;;;;;
NARC (USA);NARC (USA);NES;;1990;Acclaim Entertainment;;;;;;;;narc;;;;;;;
NES Open Tournament Golf (USA);NES Open Tournament Golf (USA);NES;nesgolf;1991;Nintendo;;;;;;;;nesgolfu;;;;;;;
NES Play Action Football (USA);NES Play Action Football (USA);NES;;1990;Nintendo;;;;;;;;playfoot;;;;;;;
NFL (USA);NFL (USA);NES;;1989;LJN;;;;;;;;nfl;;;;;;;
New Ghostbusters II (Europe);New Ghostbusters II (Euro);NES;;1990;HAL Laboratory;;;;;;;;nghostb2;;;;;;;
Nigel Mansell's World Championship Racing (USA);Nigel Mansell's World Championship Racing (USA);NES;mansell;1993;GameTek;;;;;;;;mansellu;;;;;;;
Nightshade (USA);Nightshade (USA);NES;;1992;Ultra Games;;;;;;;;nightshd;;;;;;;
Ninja Crusaders (USA);Ninja Crusaders (USA);NES;;1990;American Sammy;;;;;;;;ninjacrs;;;;;;;
Ninja Gaiden (USA);Ninja Gaiden (USA);NES;shadwarr;1989;Tecmo;;;;;;;;ngaiden;;;;;;;
Ninja Gaiden II - The Dark Sword of Chaos (USA);Ninja Gaiden II - The Dark Sword of Chaos (USA);NES;shadwar2;1990;Tecmo;;;;;;;;ngaiden2;;;;;;;
Ninja Gaiden III - The Ancient Ship of Doom (USA);Ninja Gaiden III - The Ancient Ship of Doom (USA);NES;;1991;Tecmo;;;;;;;;ngaiden3;;;;;;;
Ninja Kid (USA);Ninja Kid (USA);NES;;1986;Bandai;;;;;;;;ninjakid;;;;;;;
Nintendo World Championships 1990 (USA) (Competition Cart);Nintendo World Championships 1990 (USA);NES;;1990;Nintendo;;;;;;;;nwc90;;;;;;;
Nintendo World Cup (USA);Nintendo World Cup (USA);NES;nintenwc;1990;Nintendo;;;;;;;;nintenwcu;;;;;;;
Noah's Ark (Europe);Noah's Ark (Euro);NES;;1992;Konami;;;;;;;;noah;;;;;;;
Nobunaga's Ambition (USA);Nobunaga's Ambition (USA);NES;;1989;Koei;;;;;;;;nobuamb;;;;;;;
Nobunaga's Ambition II (USA);Nobunaga's Ambition II (USA);NES;;1991;Koei;;;;;;;;nobuamb2;;;;;;;
North and South (USA);North & South (USA);NES;northns;1990;Kemco;;;;;;;;northnsu;;;;;;;
Operation Secret Storm (USA) (Unl);Operation Secret Storm (USA);NES;;1991;Color Dreams;;;;;;;;opsecrts;;;;;;;
Operation Wolf (USA);Operation Wolf - Take no Prisoners (USA, Rev. 0A);NES;opwolf;1989;Taito;;;;;;;;opwolfu;;;;;;;
Orb-3D (USA);Orb 3-D (USA);NES;;1990;Hi Tech Expressions;;;;;;;;orb3d;;;;;;;
Othello (USA);Othello (USA);NES;;1988;Acclaim Entertainment;;;;;;;;othello;;;;;;;
Othello (Australia) (HES) (Unl);Othello (USA);NES;;1988;Acclaim Entertainment;;;;;;;;othello;;;;;;;
Over Horizon (Europe);Over Horizon (Euro);NES;;1992;Takara;;;;;;;;overhorz;;;;;;;
Overlord (USA);Overlord (USA);NES;;1993;Virgin Interactive;;;;;;;;overlord;;;;;;;
P'Radikus Conflict (USA) (Unl);P'radikus Conflict (USA);NES;;1990;Color Dreams;;;;;;;;pradikus;;;;;;;
P.O.W. - Prisoners of War (USA);P.O.W. - Prisoners of War (USA);NES;pow;1989;SNK;;;;;;;;powu;;;;;;;
Pac-Man (USA) (Namco);Pac-Man (USA, Namco);NES;pacman;1993;Namcot;;;;;;;;pacmanu;;;;;;;
Pac-Mania (USA) (Unl);Pac-Mania (USA);NES;;1990;Tengen;;;;;;;;pacmania;;;;;;;
Palamedes (USA);Palamedes (USA);NES;;1990;Hot-B;;;;;;;;palameds;;;;;;;
Panic Restaurant (USA);Panic Restaurant (USA);NES;panicrst;1992;Taito;;;;;;;;panicrstu;;;;;;;
Paperboy (USA);Paperboy (USA);NES;paperboy;1988;Mindscape;;;;;;;;paperboyu;;;;;;;
Paperboy 2 (USA);Paperboy 2 (USA);NES;paperbo2;1992;Mindscape;;;;;;;;paperbo2u;;;;;;;
Parasol Stars - Rainbow Islands II (Europe);Parasol Stars - The Story of Bubble Bobble III (Euro);NES;;1992;Ocean;;;;;;;;parasol;Parasol Stars - Rainbow Islands II - The Story of Bubble Bobble III (Box);;;;;;
Parodius (Europe);Parodius (Euro);NES;;1992;Palcom;;;;;;;;parodius;;;;;;;
Peek-A-Boo Poker (USA) (Unl);Peek-A-Boo Poker (Asia);NES;;1991;Panesian;;;;;;;;peekaboo;;;;;;;
Arctic Adventure - Penguin & Seal (Australia) (Unl);The Penguin & Seal (Tw, Aus);NES;;19??;Sachen ~ HES;;;;;;;;pengseal;;;;;;;
Pesterminator - The Western Exterminator (USA) (Unl);Pesterminator (USA);NES;;1990;Color Dreams;;;;;;;;pesterm;;;;;;;
Phantom Fighter (USA);Phantom Fighter (USA);NES;;1990;FCI;;;;;;;;phantomf;;;;;;;
Pictionary - The Game of Video Quick Draw (USA);Pictionary (USA);NES;;1990;LJN;;;;;;;;piction;;;;;;;
Pin Bot (USA);Pin-Bot (USA);NES;pinbot;1990;Nintendo;;;;;;;;pinbotu;;;;;;;
Pinball (Japan, USA);Pinball (World);NES;pinball;1984;Nintendo;;;;;;;;pinball1;ピンボール;;;;;;
Pinball Quest (Australia);Pinball Quest (Jpn);NES;pinbqst;1989;Jaleco;;;;;;;;pinbqstj;ピンボールクエスト;;;;;;
Pinball Quest (USA);Pinball Quest (USA);NES;pinbqst;1990;Jaleco;;;;;;;;pinbqstu;;;;;;;
Pipe V ~ Pipemania (Asia, Australia) (Unl);Pipe 5 (Aus);NES;;19??;HES;;;;;;;;pipe5;PipeMania (Box);;;;;;
Pipe Dream (USA);Pipe Dream (USA);NES;;1990;Bullet-Proof Software;;;;;;;;pipedrem;;;;;;;
Pirates! (USA);Pirates! (USA);NES;pirates;1991;Ultra Games;;;;;;;;piratesu;;;;;;;
Platoon (USA) (Rev 1);Platoon (USA, Rev. A);NES;;1988;Sunsoft;;;;;;;;platoon;;;;;;;
Popeye (World) (Rev 1);Popeye (World, Rev. A);NES;;1986;Nintendo;;;;;;;;popeye;;;;;;;
Power Blade (USA);Power Blade (USA);NES;powblade;1991;Taito;;;;;;;;powbladeu;;;;;;;
Power Blade 2 (USA);Power Blade 2 (USA);NES;;1992;Taito;;;;;;;;powblad2;;;;;;;
Power Punch II (USA);Power Punch II (USA);NES;;1992;American Softworks;;;;;;;;powerp2;;;;;;;
Predator (USA);Predator (USA);NES;predator;1989;Activision;;;;;;;;predatoru;;;;;;;
Prince of Persia (USA);Prince of Persia (USA);NES;ppersia;1992;Virgin Interactive;;;;;;;;ppersiau;;;;;;;
Princess Tomato in the Salad Kingdom (USA);Princess Tomato in the Salad Kingdom (USA);NES;;1991;Hudson Soft;;;;;;;;printomt;;;;;;;
Pro Sport Hockey (USA);Pro Sport Hockey (USA);NES;;1993;Jaleco;;;;;;;;prohocky;;;;;;;
Pro Wrestling (USA) (Rev 1);Pro Wrestling (USA, Rev. A);NES;prowres;1987;Nintendo;;;;;;;;prowresu;;;;;;;
Punisher, The (USA);The Punisher (USA);NES;;1990;LJN;;;;;;;;punisher;;;;;;;
Puss 'n Boots - Pero's Great Adventure (USA);Puss 'n Boots - Pero's Great Adventure (USA);NES;;1990;Electro Brain;;;;;;;;pussboot;;;;;;;
Puzzle (USA) (Unl);Puzzle (USA);NES;;1990;American Video Entertainment;;;;;;;;puzzle;;;;;;;
Puzznic (USA);Puzznic (USA);NES;puzznic;1990;Taito;;;;;;;;puzznicu;;;;;;;
Pyramid (USA) (Rev 1) (Unl);Pyramid (USA, v1.1);NES;;1990;American Video Entertainment;;;;;;;;pyramid;;;;;;;
Q-bert (USA);Q*bert (USA);NES;;1989;Ultra Games;;;;;;;;qbert;;;;;;;
QIX (USA);Qix (USA);NES;;1991;Taito;;;;;;;;qix;;;;;;;
Quattro Adventure (USA) (Unl);Quattro Adventure (USA);NES;saq;1991;Camerica;;;;;;;;quatradv;;;;;;;
Quattro Arcade (USA) (Unl);Quattro Arcade (USA);NES;;1992;Camerica;;;;;;;;quatrarc;;;;;;;
Quattro Sports (USA) (Unl);Quattro Sports (USA);NES;supsport;1991;Camerica;;;;;;;;quatrspt;;;;;;;
R.B.I. Baseball (USA);R.B.I. Baseball (USA);NES;;1988;Tengen;;;;;;;;rbibb;;;;;;;
R.B.I. Baseball 2 (USA) (Unl);R.B.I. Baseball 2 (USA);NES;;1990;Tengen;;;;;;;;rbibb2;;;;;;;
R.B.I. Baseball 3 (USA) (Unl);R.B.I. Baseball 3 (USA);NES;;1991;Tengen;;;;;;;;rbibb3;;;;;;;
R.C. Pro-Am (USA) (Rev 1);R.C. Pro-Am (USA, Rev. A);NES;rcproam;1988;Nintendo;;;;;;;;rcproamu;;;;;;;
R.C. Pro-Am II (USA);R.C. Pro-Am II (USA);NES;rcproam2;1992;Tradewest;;;;;;;;rcproam2u;;;;;;;
Racermate Challenge II (USA) (v9.03.128) (Unl);RacerMate Challenge 2 (USA, v9.03.128);NES;;1996;RacerMate;;;;;;;;racermt2;;;;;;;
Racket Attack (USA);Racket Attack (USA);NES;racketat;1988;Jaleco;;;;;;;;racketatu;;;;;;;
Rackets & Rivals (Europe);Rackets & Rivals (Euro);NES;;1993;Palcom;;;;;;;;racktriv;;;;;;;
Rad Racer (USA);Rad Racer (USA);NES;radracer;1987;Nintendo;;;;;;;;radraceru;;;;;;;
Rad Racer II (USA);Rad Racer II (USA);NES;;1990;Square;;;;;;;;radracr2;;;;;;;
Rad Racket - Deluxe Tennis II (USA) (Unl);Rad Racket - Deluxe Tennis II (USA);NES;;1991;American Video Entertainment;;;;;;;;radrackt;;;;;;;
Raid 2020 (USA) (Unl);Raid 2020 (USA);NES;;1989;Color Dreams;;;;;;;;raid2020;;;;;;;
Raid on Bungeling Bay (USA);Raid on Bungeling Bay (USA);NES;;1987;Brøderbund;;;;;;;;raidbung;;;;;;;
Rainbow Islands - Bubble Bobble 2 (Europe);Rainbow Islands - The Story of Bubble Bobble 2 (Euro);NES;;1991;Ocean;;;;;;;;rbisland;;;;;;;
Rainbow Islands (USA);Rainbow Islands - The Story of Bubble Bobble 2 (USA);NES;;1991;Taito;;;;;;;;rbislant;;;;;;;
Rally Bike (USA);Rally Bike (USA);NES;;1990;Romstar;;;;;;;;rallybik;;;;;;;
Rambo (USA) (Rev 1);Rambo (USA, Rev. A);NES;;1988;Acclaim Entertainment;;;;;;;;rambo;;;;;;;
Rampage (USA);Rampage (USA);NES;;1988;Data East;;;;;;;;rampage;;;;;;;
Rampart (USA) (Jaleco);Rampart (USA);NES;rampart;1992;Jaleco;;;;;;;;rampartu;;;;;;;
Ren & Stimpy Show, The - Buckeroo$! (USA);The Ren & Stimpy Show - Buckeroo$! (USA);NES;;1993;T*HQ;;;;;;;;renstbuk;;;;;;;
Renegade (USA);Renegade (USA);NES;;1988;Taito;;;;;;;;renegade;;;;;;;
Rescue - The Embassy Mission (USA);Rescue - The Embassy Mission (USA);NES;rescue;1990;Kemco;;;;;;;;rescueu;;;;;;;
Ring King (USA);Ring King (USA);NES;;1987;Data East;;;;;;;;ringking;;;;;;;
River City Ransom (USA);River City Ransom (USA);NES;streetgn;1990;American Technos;;;;;;;;rcr;;;;;;;
Road Fighter (Europe);Road Fighter (Euro);NES;;1992;Palcom;;;;;;;;roadfght;;;;;;;
Road Runner (USA) (Unl);Road Runner (USA);NES;;1989;Tengen;;;;;;;;roadrunn;;;;;;;
RoadBlasters (USA);RoadBlasters (USA);NES;roadblst;1990;Mindscape;;;;;;;;roadblstu;;;;;;;
Robin Hood - Prince of Thieves (USA) (Rev 1);Robin Hood - Prince of Thieves (USA, Rev. A);NES;robinh;1991;Virgin Interactive;;;;;;;;robinhu;;;;;;;
Robo Warrior (USA);Robo Warrior (USA);NES;robowarr;1988;Jaleco;;;;;;;;robowarru;;;;;;;
RoboCop (USA);RoboCop (USA);NES;robocop;1989;Data East;;;;;;;;robocopu;;;;;;;
RoboCop 2 (USA) (Rev 1);RoboCop 2 (USA, Rev. A);NES;robocop2;1991;Data East;;;;;;;;robocop2u;;;;;;;
RoboCop 3 (USA);RoboCop 3 (USA);NES;robocop3;1992;Ocean;;;;;;;;robocop3u;;;;;;;
Robodemons (USA) (Unl);Robodemons (USA);NES;;1990;Color Dreams;;;;;;;;robodemn;;;;;;;
Rock 'n' Ball (USA);Rock'n' Ball (USA);NES;;1990;NTVIC;;;;;;;;rocknbal;;;;;;;
Rocket Ranger (USA);Rocket Ranger (USA);NES;;1990;Kemco;;;;;;;;rocktrng;;;;;;;
Rocketeer, The (USA);The Rocketeer (USA);NES;;1991;Bandai;;;;;;;;rocketer;;;;;;;
Rockin' Kats (USA);Rockin' Kats (USA);NES;rockinkt;1991;Atlus;;;;;;;;rockinktu;;;;;;;
Rodland (Europe);Rod Land (Euro);NES;;1993;Storm;;;;;;;;rodland;;;;;;;
Roger Clemens' MVP Baseball (USA);Roger Clemens' MVP Baseball (USA);NES;;1991;LJN;;;;;;;;mvpbb;;;;;;;
Rollerball (USA);Rollerball (USA);NES;rollerbl;1990;HAL Laboratory;;;;;;;;rollerblu;;;;;;;
Rollerblade Racer (USA);Rollerblade Racer (USA);NES;;1993;Hi Tech Expressions;;;;;;;;rollracr;;;;;;;
Rollergames (USA);Rollergames (USA);NES;rollerg;1990;Ultra Games;;;;;;;;rollergu;;;;;;;
Rolling Thunder (USA) (Unl);Rolling Thunder (USA);NES;;1989;Tengen;;;;;;;;rthunder;;;;;;;
Romance of the Three Kingdoms (USA);Romance of the Three Kingdoms (USA);NES;;1989;Koei;;;;;;;;roman3k;;;;;;;
Romance of the Three Kingdoms II (USA);Romance of the Three Kingdoms II (USA);NES;;1991;Koei;;;;;;;;roman3k2;;;;;;;
Roundball - 2-on-2 Challenge (USA);Roundball - 2-on-2 Challenge (USA);NES;roundbal;1992;Mindscape;;;;;;;;roundbalu;;;;;;;
Rumble Station - 15 in 1 (USA) (Unl);Rumble Station - 15 in 1 (USA);NES;;19??;<unknown>;;;;;;;;rumble15;;;;;;;
Rush'n Attack (USA);Rush'n Attack (USA);NES;rushatck;1987;Konami;;;;;;;;rushatcku;;;;;;;
Rygar (USA) (Rev 1);Rygar (USA, Rev. A);NES;rygar;1987;Tecmo;;;;;;;;rygaru;;;;;;;
S.C.A.T. - Special Cybernetic Attack Team (USA);S.C.A.T. - Special Cybernetic Attack Team (USA);NES;actionny;1991;Natsume;;;;;;;;scat;;;;;;;
Secret Scout in the Temple of Demise (USA) (Unl);Secret Scout in the Temple of Demise (USA);NES;;1991;Color Dreams;;;;;;;;sscout;;;;;;;
Section-Z (USA);Section-Z (USA);NES;sectionz;1987;Capcom;;;;;;;;sectionzu;;;;;;;
Seicross (USA);Seicross (USA);NES;;1988;FCI;;;;;;;;seicross;;;;;;;
Sesame Street - Big Bird's Hide & Speak (USA);Sesame Street - Big Bird's Hide and Speak (USA);NES;;1990;Hi Tech Expressions;;;;;;;;bigbird;;;;;;;
Sesame Street - 123 (USA);Sesame Street 1 2 3 (USA);NES;;1989;Hi Tech Expressions;;;;;;;;sesam123;;;;;;;
Sesame Street - ABC & 123 (USA);Sesame Street A B C & 1 2 3 (USA);NES;;1991;Hi Tech Expressions;;;;;;;;2sesame;;;;;;;
Sesame Street - ABC (USA);Sesame Street A B C (USA);NES;;1989;Hi Tech Expressions;;;;;;;;sesamabc;;;;;;;
Sesame Street - Countdown (USA);Sesame Street Countdown (USA);NES;;1992;Hi Tech Expressions;;;;;;;;sesame;;;;;;;
Shadow of the Ninja (USA);Shadow of the Ninja (USA);NES;blueshad;1990;Natsume;;;;;;;;shadninj;;;;;;;
Shadowgate (USA);Shadowgate (USA);NES;shadgate;1989;Kemco;;;;;;;;shadgateu;;;;;;;
Shatterhand (USA);Shatterhand (USA);NES;shatterh;1991;Jaleco;;;;;;;;shatterhu;;;;;;;
Shingen the Ruler (USA);Shingen The Ruler (USA);NES;;1990;Hot-B;;;;;;;;shingen;;;;;;;
Shinobi (USA) (Unl);Shinobi (USA);NES;;1989;Tengen;;;;;;;;shinobi;;;;;;;
Shockwave (USA) (Unl);Shockwave (USA);NES;;1990;AGCI;;;;;;;;shockwav;;;;;;;
Shooting Range (USA);Shooting Range (USA);NES;;1989;Bandai;;;;;;;;shootrng;;;;;;;
Short Order + Eggsplode! (USA);Short Order / Eggsplode! (USA);NES;;1989;Nintendo;;;;;;;;eggsplod;;;;;;;
Side Pocket (USA);Side Pocket (USA);NES;sidepock;1987;Data East;;;;;;;;sidepocku;;;;;;;
Silent Assault (USA) (Unl);Silent Assault (USA);NES;;1990;Color Dreams;;;;;;;;silentas;;;;;;;
Silent Service (USA) (Rev 1);Silent Service (USA, Rev. A);NES;silentsr;1989;Ultra Games;;;;;;;;silentsru;;;;;;;
Silk Worm (USA);Silkworm (USA);NES;;1990;American Sammy;;;;;;;;silkworm;;;;;;;
Silver Surfer (USA);Silver Surfer (USA);NES;;1990;Arcadia;;;;;;;;silvrsrf;;;;;;;
Simpsons, The - Bart vs. the Space Mutants (USA) (Rev 1);The Simpsons - Bart vs. The Space Mutants (USA, Rev. A);NES;bartvssm;1991;Acclaim Entertainment;;;;;;;;bartvssmu;;;;;;;
Simpsons, The - Bart vs. the World (USA);The Simpsons - Bart vs. The World (USA);NES;bartvsw;1991;Acclaim Entertainment;;;;;;;;bartvswu;;;;;;;
Simpsons, The - Bartman Meets Radioactive Man (USA);The Simpsons - Bartman Meets Radioactive Man (USA);NES;bartman;1992;Acclaim Entertainment;;;;;;;;bartmanu;;;;;;;
Skate or Die 2 - The Search for Double Trouble (USA);Skate or Die 2 - The Search for Double Trouble (USA);NES;;1990;Electronic Arts;;;;;;;;skatedi2;;;;;;;
Skate or Die (USA);Skate or Die! (USA);NES;skatedie;1988;Ultra Games;;;;;;;;skatedieu;;;;;;;
Ski or Die (USA);Ski or Die (USA);NES;skiordie;1991;Ultra Games;;;;;;;;skiordieu;;;;;;;
Skull & Crossbones (USA) (Unl);Skull & Crossbones (USA);NES;;1990;Tengen;;;;;;;;skullxb;;;;;;;
Sky Kid (USA);Sky Kid (USA);NES;;1987;Sunsoft;;;;;;;;skykid;;;;;;;
Sky Shark (USA);Sky Shark (USA, Rev. 0A);NES;;1989;Taito;;;;;;;;skyshark;;;;;;;
Slalom (USA);Slalom (USA);NES;slalom;1987;Nintendo;;;;;;;;slalomu;;;;;;;
Smash T.V. (USA);Smash T.V. (USA);NES;smashtv;1991;Acclaim Entertainment;;;;;;;;smashtvu;;;;;;;
Smurfs, The (Europe) (En,Fr,De,Es);The Smurfs (Euro);NES;;1994;Infogrames;;;;;;;;smurfs;Les Schtroumpfs, Die Schlümpfe;;;;;;
Snake Rattle n Roll (USA);Snake Rattle 'n Roll (USA);NES;snakernr;1990;Nintendo;;;;;;;;snakernru;;;;;;;
Snake's Revenge (USA);Snake's Revenge (USA);NES;mgear2;1990;Ultra Games;;;;;;;;mgear2u;;;;;;;
Snoopy's Silly Sports Spectacular! (USA);Snoopy's Silly Sports Spectacular! (USA);NES;;1990;Kemco;;;;;;;;snoopy;;;;;;;
Snow Brothers (USA);Snow Brothers (USA);NES;snowbros;1991;Capcom;;;;;;;;snowbrosu;;;;;;;
Soccer (Japan, USA);Soccer (World);NES;soccer;1985;Nintendo;;;;;;;;soccer1;サッカー;;;;;;
Solar Jetman - Hunt for the Golden Warpship (USA);Solar Jetman - Hunt for the Golden Warpship (USA);NES;solarjet;1990;Tradewest;;;;;;;;solarjetu;;;;;;;
Solitaire (USA) (Unl);Solitaire (USA, v1.1);NES;;1992;American Video Entertainment;;;;;;;;solitair;;;;;;;
Solomon's Key (USA);Solomon's Key (USA);NES;solomon;1987;Tecmo;;;;;;;;solomonu;;;;;;;
Solstice - The Quest for the Staff of Demnos (USA);Solstice - The Quest for the Staff of Demnos (USA);NES;solstice;1990;CSG Imagesoft;;;;;;;;solsticeu;;;;;;;
Space Shuttle Project (USA);Space Shuttle Project (USA);NES;;1991;Absolute;;;;;;;;spacesht;;;;;;;
Spelunker (USA);Spelunker (USA);NES;;1987;Brøderbund;;;;;;;;spelunkr;;;;;;;
Spider-Man - Return of the Sinister Six (USA);Spider-Man - Return of the Sinister Six (USA);NES;spidermn;1992;LJN;;;;;;;;spidermnu;;;;;;;
Spiritual Warfare (USA) (v6.1) (Unl);Spiritual Warfare (USA, v6.1);NES;;1992;Wisdom Tree;;;;;;;;spiritwf;;;;;;;
Spot - The Video Game (USA);Spot (USA);NES;;1990;Arcadia;;;;;;;;spot;;;;;;;
Spy Hunter (USA);Spy Hunter (USA);NES;;1987;Sunsoft;;;;;;;;spyhunt;;;;;;;
Spy vs Spy (USA);Spy vs. Spy (USA);NES;spyvsspy;1988;Kemco;;;;;;;;spyvsspyu;;;;;;;
Sqoon (USA);Sqoon (USA);NES;;1987;Irem;;;;;;;;sqoon;;;;;;;
Stanley - The Search for Dr. Livingston (USA);Stanley - The Search for Dr. Livingston (USA);NES;;1992;Electro Brain;;;;;;;;stanley;;;;;;;
Star Force (USA);Star Force (USA);NES;starfrce;1987;Tecmo;;;;;;;;starfrceu;;;;;;;
Star Soldier (USA);Star Soldier (USA);NES;;1989;Taxan;;;;;;;;starsold;;;;;;;
Star Trek - 25th Anniversary (USA);Star Trek - 25th Anniversary (USA);NES;;1992;Ultra Games;;;;;;;;strek25;;;;;;;
Star Trek - The Next Generation (USA);Star Trek - The Next Generation (USA);NES;;1993;Absolute;;;;;;;;sttng;;;;;;;
Star Voyager (USA);Star Voyager (USA);NES;;1987;Acclaim Entertainment;;;;;;;;starvoyg;;;;;;;
Star Wars (USA);Star Wars (USA);NES;starwars;1991;JVC;;;;;;;;starwarsu;;;;;;;
Star Wars - The Empire Strikes Back (USA);Star Wars - The Empire Strikes Back (USA);NES;esb;1992;JVC;;;;;;;;esbu;;;;;;;
