#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
16BIT Rhythm Land (World) (Unl);16BIT Rhythm Land (World) (Unl);Genesis;;;;;;;;;;;;;;;;;;
R.B.I. Baseball '93 (USA);R.B.I. Baseball '93 (USA);Genesis;;1993;;;;;;;;;rbibb93;R.B.I. Baseball '93;;;;;;
R.B.I. Baseball '94 (USA, Europe);R.B.I. Baseball '94 (Euro, USA);Genesis;;1994;;;;;;;;;rbibb94;R.B.I. Baseball '94;;;;;;
R.B.I. Baseball 3 (USA);R.B.I. Baseball 3 (USA);Genesis;;1991;;;;;;;;;rbibb3;R.B.I. Baseball 3;;;;;;
R.B.I. Baseball 4 (USA);R.B.I. Baseball 4 (USA);Genesis;;1992;;;;;;;;;rbibb4;R.B.I. Baseball 4;;;;;;
Race Drivin' (USA);Race Drivin' (USA);Genesis;;1993;;;1;;;;;;racedriv;Race Drivin';;;;;;
Radical Rex (USA);Radical Rex (USA);Genesis;radrex;1994;;;2;;;;;;radrexu;Radical Rex;;;;;;
Raiden Densetsu ~ Raiden Trad (Japan, USA);Raiden Trad (USA) ~ Raiden Densetsu (Jpn);Genesis;;1991;;;2;;;;;;raiden;雷電伝説;;;;;;
Rambo III (World) (Rev A);Rambo III (World, Rev. A);Genesis;;1989;;;1;;;;;;rambo3;ランボーIII;;;;;;
Rampart (USA);Rampart (USA);Genesis;;1991;;;2;;;;;;rampart;Rampart;;;;;;
Ranger X (USA);Ranger-X (USA);Genesis;rangerx;1993;;;1;;;;;;rangerxu;Ranger X;;;;;;
Rastan Saga II (USA);Rastan Saga II (USA);Genesis;;1990;;;;;;;;;rastan2;Rastan Saga II;;;;;;
Red Zone (USA, Europe);Red Zone (Euro, USA);Genesis;;1994;;;1;;;;;;redzone;Red Zone;;;;;;
Revenge of Shinobi, The (World) (Rev B) (Virtual Console);The Revenge of Shinobi (Euro, USA, Rev. B);Genesis;;1989;;;1;;;;;;revshin;The Revenge of Shinobi;;;;;;
Revolution X (USA, Europe);Revolution X (Euro, USA);Genesis;;1995;;;;;;;;;revx;Revolution X;;;;;;
Richard Scarry's Busytown (USA);Richard Scarry's BusyTown (USA);Genesis;;1994;;;;;;;;;rsbt;Richard Scarry's Busytown;;;;;;
Rings of Power (USA, Europe);Rings of Power (Euro, USA);Genesis;;1991;;;;;;;;;ringspow;Rings of Power;;;;;;
Rise of the Robots (Europe);Rise of the Robots (Euro);Genesis;;1994;;;1;;;;;;riserobo;Rise of the Robots;;;;;;
Risk (USA);Risk (USA);Genesis;;1994;;;4;;;;;;risk;Risk;;;;;;
Risky Woods (USA, Europe);Risky Woods (Euro, USA);Genesis;;1992;;;;;;;;;riskyw;Risky Woods;;;;;;
Ristar (USA, Europe);Ristar (Euro, USA, 199409);Genesis;;1994;;;1;;;;;;ristar;Ristar;;;;;;
Road Rash (USA, Europe);Road Rash (Euro, USA);Genesis;;1991;;;2;;;;;;roadrash;Road Rash;;;;;;
Road Rash 3 (USA, Europe);Road Rash 3 - Tour de Force (Euro, USA);Genesis;;1995;Electronic Arts;;;;;;;;rrash3;Road 3 Rash (Box);;;;;;
Road Rash II (USA, Europe) (RR206);Road Rash II (Euro, USA, v1.2);Genesis;;1992;;;2;;;;;;rrash2;Road Rash II;;;;;;
RoadBlasters (USA);RoadBlasters (USA);Genesis;;1991;;;;;;;;;roadblst;Road Blasters;;;;;;
RoboCop 3 (USA, Europe);RoboCop 3 (Euro, USA);Genesis;;1993;;;;;;;;;robocop3;RoboCop 3;;;;;;
RoboCop versus The Terminator (USA);RoboCop versus The Terminator (USA);Genesis;roboterm;1994;;;;;;;;;robotermu;RoboCop Versus The Terminator;;;;;;
Rock n' Roll Racing (USA);Rock n' Roll Racing (USA);Genesis;rnrracin;1994;;;2;;;;;;rnrracinu;Rock n' Roll Racing (MSU-1);;;;;;
Rocket Knight Adventures (USA);Rocket Knight Adventures (USA);Genesis;rocket;1993;;;1;;;;;;rocketu;Rocket Knight Adventures;;;;;;
Rockman X3 (Taiwan) (En) (Unl);Rockman X3;Genesis;;199?;;;1;;;;;;rockmnx3;Rockman X3;;;;;;
Roger Clemens' MVP Baseball (USA);Roger Clements MVP Baseball (USA);Genesis;;1992;Flying Edge;;;;;;;;mvpbb;;;;;;;
Rolling Thunder 2 (USA);Rolling Thunder 2 (USA);Genesis;rthun2;1991;;;2;;;;;;rthun2u;Rolling Thunder 2;;;;;;
Rolling Thunder 3 (USA);Rolling Thunder 3 (USA);Genesis;;1993;;;1;;;;;;rthun3;Rolling Thunder 3;;;;;;
Rolo to the Rescue (USA, Europe);Rolo to the Rescue (Euro, USA);Genesis;;1992;;;;;;;;;rolo;Rolo to the Rescue;;;;;;
Romance of the Three Kingdoms II (USA);Romance of the Three Kingdoms II (USA);Genesis;;1991;;;;;;;;;roman3k2;Romance of the Three Kingdoms II;;;;;;
Romance of the Three Kingdoms III - Dragon of Destiny (USA);Romance of the Three Kingdoms III - Dragon of Destiny (USA);Genesis;;1993;;;1;;;;;;roman3k3;Romance of the Three Kingdoms III: Dragon of Destiny;;;;;;
Rugby World Cup 95 (USA, Europe) (En,Fr,It);Rugby World Cup 1995 (Euro, USA);Genesis;;1994;;;1;;;;;;rugbywc;Rugby World Cup 1995;;;;;;
Man Overboard! (Europe);S.S. Lucifer - Man Overboard! (Euro);Genesis;;1994;;;1;;;;;;manover;Man Overboard! (Box);;;;;;
Sagaia (USA);Sagaia (USA);Genesis;;1991;;;;;;;;;sagaia;Sagaia;;;;;;
Saint Sword (USA);Saint Sword (USA);Genesis;;1991;;;1;;;;;;ssword;Saint Sword;;;;;;
Samurai Shodown (USA);Samurai Shodown (USA);Genesis;samsho;1994;;;2;;;;;;samshou;Samurai Shodown;;;;;;
Saturday Night Slammasters (USA);Saturday Night Slammasters (USA);Genesis;slammast;1994;;;4;;;;;;slammastu;Saturday Night Slam Masters;;;;;;
Magic School Bus, The - Space Exploration Game (USA);Scholastic's The Magic School Bus (USA);Genesis;;1995;Sega;;;;;;;;msb;;;;;;;
Scooby-Doo Mystery (USA);Scooby-Doo Mystery (USA);Genesis;;1995;;;1;;;;;;scooby;Scooby-Doo Mystery;;;;;;
seaQuest DSV (USA);SeaQuest DSV (USA);Genesis;seaquest;1994;;;1;;;;;;seaquestu;SeaQuest DSV;;;;;;
Second Samurai (Europe);The Second Samurai (Euro);Genesis;;1994;Psygnosis;;;;;;;;secndsam;;;;;;;
Sega Sports 1 (Europe);Sega Sports 1 (Euro);Genesis;;1995;;;1;;;;;;segasprt;Sega Sports 1;;;;;;
Sega Top Five (Brazil);Sega Top Five (Bra);Genesis;;199?;;;1;;;;;;segatop;Sega Top Five;;;;;;
Sensible Soccer (Europe) (En,Fr,De,It);Sensible Soccer (Euro);Genesis;;1993;;;2;;;;;;sensible;Sensible Soccer;;;;;;
International Sensible Soccer (Europe) (En,Fr,De,It);Sensible Soccer - International Edition (Euro);Genesis;;1993;;;2;;;;;;sensibie;International Sensible Soccer - Limited Edition: World Champions (Box);;;;;;
Sesame Street Counting Cafe (USA);Sesame Street Counting Cafe (USA);Genesis;;1994;;;;;;;;;sesame;Sesame Street Counting Cafe;;;;;;
Shadow Blasters (USA);Shadow Blasters (USA);Genesis;;1990;;;;;;;;;shadow;Shadow Blasters;;;;;;
Shadow Dancer - The Secret of Shinobi (World);Shadow Dancer - The Secret of Shinobi (World);Genesis;;1990;;;1;;;;;;shdancer;シャドー・ダンサー ザ・シークレット・オブ・シノビ;;;;;;
Shadow of the Beast (USA, Europe);Shadow of the Beast (Euro, USA);Genesis;;1991;;;1;;;;;;beast;Shadow of the Beast;;;;;;
Shadow of the Beast II (USA, Europe);Shadow of the Beast II (Euro, USA);Genesis;;1992;;;1;;;;;;beast2;Shadow of the Beast II;;;;;;
Shadowrun (USA);Shadowrun (USA);Genesis;;1994;;;1;;;;;;shadowrn;Shadowrun;;;;;;
Shanghai II - Dragon's Eye (USA);Shanghai II - Dragon's Eye (USA);Genesis;;1994;;;;;;;;;shangh2;Shanghai II: Dragon's Eye;;;;;;
Shaq-Fu (USA, Europe);Shaq Fu (Euro, USA);Genesis;;1994;;;;;;;;;shaqfu;Shaq Fu;;;;;;
Lion King II (Taiwan) (En) (Unl);Shi Zi Wang II - Lion King II;Genesis;;199?;<unlicensed>;;;;;;;;lionkin2;;;;;;;
Shining Force (USA);Shining Force - The Legacy of Great Intention (USA);Genesis;shinfrce;1992;Sega;;;;;;;;shinfrceu;;;;;;;
Shining Force II (USA);Shining Force II (USA);Genesis;shinfrc2;1994;;;1;;;;;;shinfrc2u;Shining Force II;;;;;;
Shining in the Darkness (USA, Europe);Shining in the Darkness (Euro, USA);Genesis;;1991;;;1;;;;;;shindark;Shining in the Darkness;;;;;;
Shinobi III - Return of the Ninja Master (USA);Shinobi III - Return of the Ninja Master (USA);Genesis;shinobi3;1993;;;1;;;;;;shinobi3u;Shinobi III: Return of the Ninja Master;;;;;;
Shove It! ...The Warehouse Game (USA);Shove It! ...The Warehouse Game (USA);Genesis;;1990;;;;;;;;;shoveit;Shove It! ...The Warehouse Game;;;;;;
Show do Milhao (Brazil);Show do Milhão (Bra);Genesis;;2001;;;1;;;;;;sdmilhao;Show do Milhão;;;;;;
Show do Milhao Volume 2 (Brazil);Show do Milhão Volume 2 (Bra);Genesis;;2002;;;1;;;;;;sdmilha2;Show do Milhão Volume 2;;;;;;
Side Pocket (USA);Side Pocket (USA);Genesis;sidepock;1992;;;;;;;;;sidepocku;Side Pocket;;;;;;
Simpsons, The - Bart vs. the Space Mutants (USA, Europe) (Rev A);The Simpsons - Bart Vs The Space Mutants (Euro, USA, Rev. A);Genesis;;1992;;;1;;;;;;bartvssm;The Simpsons: Bart vs. the Space Mutants;;;;;;
Simpsons, The - Bart's Nightmare (USA, Europe);The Simpsons - Bart's Nightmare (Euro, USA);Genesis;;1993;;;1;;;;;;bartnigh;The Simpsons: Bart's Nightmare;;;;;;
Skeleton Krew (USA);Skeleton Krew (USA);Genesis;skelkrew;1995;;;;;;;;;skelkrewu;Skeleton Krew;;;;;;
Skitchin' (USA, Europe);Skitchin' (Euro, USA);Genesis;;1993;;;1;;;;;;skitchin;Skitchin';;;;;;
Slaughter Sport (USA);Slaughter Sport (USA);Genesis;;1991;;;2;;;;;;slaughtr;Slaughter Sport;;;;;;
Smart Mouse (World) (Unl);Smart Mouse (World) (Unl);Genesis;;;;;1;;;;;;;Smart Mouse;;;;;;
Smurfs, The (Europe) (En,Fr,De,Es,It);The Smurfs (Euro, Rev. A);Genesis;;1995;;;1;;;;;;smurfs;The Smurfs;;;;;;
Smurfs Travel the World, The (Europe) (En,Fr,De,Es);The Smurfs Travel the World (Euro);Genesis;;1996;;;1;;;;;;smurfstw;The Smurfs Travel The World;;;;;;
Snake Rattle n Roll (Europe);Snake Rattle n' Roll (Euro);Genesis;;1993;;;2;;;;;;snakernr;Snake Rattle 'n' Roll;;;;;;
Socket (USA);Socket (USA);Genesis;;1994;;;1;;;;;;socket;Socket;;;;;;
Sol-Deace (USA);Sol-Deace (USA);Genesis;;1992;;;1;;;;;;soldeace;Sol-Deace;;;;;;
Soldiers of Fortune (USA);Soldiers of Fortune (USA);Genesis;chaoseng;1993;;;2;;;;;;soldfort;Soldiers of Fortune;;;;;;
Sonic & Knuckles (World);Sonic & Knuckles (World);Genesis;;1994;;;1;;;;;;sk;ソニック&ナックルズ;;;;;;
Sonic & Knuckles + Sonic The Hedgehog (USA, Europe);Sonic & Knuckles + Sonic The Hedgehog (USA, Europe);Genesis;;;;;1;;;;;;;Sonic & Knuckles + Sonic the Hedgehog;;;;;;
Sonic & Knuckles + Sonic The Hedgehog 2 (World);Sonic & Knuckles + Sonic The Hedgehog 2 (World);Genesis;;;;;1;;;;;;;Sonic & Knuckles + Sonic the Hedgehog 2;;;;;;
Sonic & Knuckles + Sonic The Hedgehog 3 (USA);Sonic & Knuckles + Sonic The Hedgehog 3 (USA);Genesis;;;;;1;;;;;;;Sonic & Knuckles + Sonic the Hedgehog 3;;;;;;
Sonic 3D Blast ~ Sonic 3D Flickies' Island (USA, Europe, Korea);Sonic 3D Blast ~ Sonic 3D Flickies' Island (USA, Europe, Korea);Genesis;;;;;;;;;;;;;;;;;;
Sonic Compilation ~ Sonic Classics (USA, Europe, Korea) (Rev A);Sonic Compilation ~ Sonic Classics (USA, Europe, Korea) (Rev A);Genesis;;;;;;;;;;;;;;;;;;
Sonic Spinball (USA);Sonic Spinball (USA);Genesis;sspin;1993;;;1;;;;;;sspinu;Sonic Spinball;;;;;;
Sonic The Hedgehog (USA, Europe);Sonic the Hedgehog (Euro, USA);Genesis;;1991;;;1;;;;;;sonic;Sonic the Hedgehog (Virtual Console);;;;;;
Sonic The Hedgehog 2 (World) (Rev B);Sonic the Hedgehog 2 (World, Rev. SC02);Genesis;sonic2;1992;;;2;;;;;;sonic2c;ソニック・ザ・ヘッジホッグ2;;;;;;
Sonic The Hedgehog 3 (USA);Sonic the Hedgehog 3 (USA);Genesis;sonic3;1994;;;2;;;;;;sonic3u;Sonic the Hedgehog 3;;;;;;
Sorcerer's Kingdom (USA) (Rev A);Sorcerer's Kingdom (USA, v1.1);Genesis;;1992;;;;;;;;;sorcerk;Sorcerer's Kingdom;;;;;;
Soul Blade (Taiwan) (En) (Unl);Soul Blade;Genesis;;199?;;;2;;;;;;soulblad;Soul Blade;;;;;;
Soul Edge VS Samurai Spirits (Taiwan) (En) (Unl);Soul Edge vs Samurai Spirits (Pirate);Genesis;;199?;<unlicensed>;;2;;;;;;souledge;Soul Edge Vs. Samurai Spirits;;;;;;
Space Harrier II (World);Space Harrier II (World);Genesis;;1989;;;1;;;;;;sharrier;Space Harrier II;;;;;;
Space Invaders '91 (USA);Space Invaders 91 (USA);Genesis;;1991;;;1;;;;;;sinv91;Space Invaders '91;;;;;;
Sparkster (USA);Sparkster (USA);Genesis;sparkstr;1994;;;1;;;;;;sparkstru;Sparkster;;;;;;
Speedball 2 - Brutal Deluxe (USA);Speedball 2 - Brutal Deluxe (USA);Genesis;speedbl2;1991;;;2;;;;;;speedbl2u;Speedball 2: Brutal Deluxe;;;;;;
Spider-Man . Venom - Maximum Carnage (World);Spider-Man & Venom - Maximum Carnage (World);Genesis;;1994;;;1;;;;;;spidmaxc;スパイダーマン&ベノム カーネイジの逆襲;;;;;;
Spider-Man (USA, Europe) (Acclaim);Spider-Man (Euro, USA);Genesis;;1995;;;1;;;;;;spidermn;Spider-Man;;;;;;
Spider-Man X-Men - Arcade's Revenge (USA, Europe);Spider-Man and X-Men - Arcade's Revenge (Euro, USA);Genesis;;1994;Flying Edge;;;;;;;;spidxmen;;;;;;;
Spider-Man (World) (Sega);Spider-Man vs. the Kingpin (World);Genesis;;1991;Sega;;;;;;;;spidking;スパイダーマン ~ Spiderman (Box);;;;;;
Spiritual Warfare (USA) (Unl);Spiritual Warfare (USA);Genesis;;1994;;;1;;;;;;spiritwf;Spiritual Warfare;;;;;;
Spirou (Europe) (En,Fr,De,Es);Spirou (Euro);Genesis;;1996;;;1;;;;;;spirou;Spirou;;;;;;
Splatterhouse 2 (USA);Splatterhouse 2 (USA);Genesis;splatth2;1992;;;1;;;;;;splatth2u;Splatterhouse 2;;;;;;
Splatterhouse 3 (USA);Splatterhouse 3 (USA);Genesis;;1993;;;1;;;;;;splatth3;Splatterhouse 3;;;;;;
Sport Games (Brazil);Sport Games (Bra);Genesis;;199?;;;4;;;;;;sportg;Sport Games;;;;;;
Sports Talk Baseball (USA);Sports Talk Baseball (USA);Genesis;;1992;;;;;;;;;sporttbb;Sports Talk Baseball;;;;;;
Spot Goes to Hollywood (USA);Spot Goes to Hollywood (USA);Genesis;spotgo;1995;;;;;;;;;spotgou;Spot Goes To Hollywood;;;;;;
Squirrel King (Taiwan) (En) (Unl);Squirrel King (Chi);Genesis;;199?;;;2;;;;;;squirrel;Squirrel King;;;;;;
Star Control (USA, Europe) (Unl);Star Control (USA);Genesis;;1991;;;;;;;;;starctrl;Star Control;;;;;;
Star Odyssey (USA, Europe) (Unl);Star Odyssey (USA);Genesis;;2011;;;1;;;;;;starodys;Star Odyssey;;;;;;
Star Trek - Deep Space Nine - Crossroads of Time (USA);Star Trek - Deep Space Nine - Crossroads of Time (USA);Genesis;stds9;1995;;;;;;;;;stds9u;Star Trek: Deep Space Nine - Crossroads of Time;;;;;;
Star Trek - The Next Generation - Echoes from the Past (USA) (Rev A);Star Trek - The Next Generation - Echoes from the Past (USA, v1.1);Genesis;;1994;;;;;;;;;sttng;Star Trek: The Next Generation - Echoes from the Past;;;;;;
Starflight (USA, Europe) (Rev A);Starflight (Euro, USA, v1.1);Genesis;;1991;;;1;;;;;;starfl;Starflight;;;;;;
Stargate (USA, Europe);Stargate (Euro, USA);Genesis;;1994;;;;;;;;;stargate;Stargate;;;;;;
Steel Empire (USA);Steel Empire (USA);Genesis;empsteel;1992;;;;;;;;;steelemp;Steel Empire;;;;;;
Steel Talons (USA, Europe);Steel Talons (Euro, USA);Genesis;;1992;;;2;;;;;;steeltal;Steel Talons;;;;;;
Ren & Stimpy Show Presents, The - Stimpy's Invention (USA);Stimpy's Invention Starring Starring Ren Hoëk & Stimpy (USA);Genesis;renstim;1993;Sega;;;;;;;;renstimu;The Ren & Stimpy Show Presents Stimpy's Invention (Box);;;;;;
Stormlord (USA);Stormlord (USA);Genesis;;1990;;;1;;;;;;strmlord;Stormlord;;;;;;
Street Fighter II' - Special Champion Edition (USA);Street Fighter II' - Special Champion Edition (USA);Genesis;sf2;1993;;;2;;;;;;sf2u;Street Fighter II: Special Champion Edition;;;;;;
Street Racer (Europe);Street Racer (Euro);Genesis;;1995;;;4;;;;;;sracer;Street Racer;;;;;;
Street Smart (Japan, USA);Street Smart (Jpn, USA);Genesis;;1991;;;1;;;;;;ssmart;ストリート スマート;;;;;;
Bare Knuckle - Ikari no Tekken ~ Streets of Rage (World) (Rev A);Streets of Rage (Euro, USA, Rev. A) ~ Bare Knuckle - Ikari no Tekken (Jpn, Rev. A);Genesis;;1991;;;2;;;;;;sor;ベア・ナックル 怒りの鉄拳;;;;;;
Streets of Rage 2 (USA);Streets of Rage 2 (USA);Genesis;sor2;1992;;;1;;;;;;sor2u;Streets of Rage II;;;;;;
Streets of Rage 3 (USA);Streets of Rage 3 (USA);Genesis;sor3;1994;;;2;;;;;;sor3u;Streets of Rage 3;;;;;;
Strider (USA, Europe);Strider (Euro, USA);Genesis;;1990;;;1;;;;;;strider;Strider;;;;;;
Journey from Darkness - Strider Returns (USA);Strider Returns - Journey from Darkness (USA);Genesis;strider2;1990;;;1;;;;;;strider2u;Strider Returns: Journey from Darkness;;;;;;
Striker (Europe) (En,Fr,De,Es,It);Striker (Euro);Genesis;;1994;;;2;;;;;;striker;Striker;;;;;;
Sub-Terrania (USA);SubTerrania (USA);Genesis;subterr;1993;;;1;;;;;;subterru;Sub Terrania;;;;;;
Summer Challenge (USA, Europe) (Unl);Summer Challenge (Euro, USA);Genesis;;1993;;;2;;;;;;summer;Summer Challenge;;;;;;
Sunset Riders (USA);Sunset Riders (USA);Genesis;ssriders;1992;;;;;;;;;ssridersu;Sunset Riders;;;;;;
Super Baseball 2020 (USA, Europe);Super Baseball 2020 (Euro, USA);Genesis;;1994;;;2;;;;;;2020bb;Super Baseball 2020;;;;;;
Super Battleship - The Classic Naval Combat Game (USA);Super Battleship (USA);Genesis;;1993;;;;;;;;;sbship;Super Battleship;;;;;;
Super Bubble Bobble (Taiwan) (En) (Unl);Super Bubble Bobble MD (Chi);Genesis;;199?;<unlicensed>;;2;;;;;;suprbubl;Super Bubble Bobble MD;;;;;;
Super Donkey Kong 99 (Taiwan) (En) (Unl);Super Donkey Kong 99 (Unprotected);Genesis;sdkong99;199?;<unlicensed>;;;;;;;;sdkong99a;;;;;;;
Super Fantasy Zone (USA) (Ja) (Genesis Mini);Super Fantasy Zone (Euro);Genesis;;1993;;;1;;;;;;sfzone;Super Fantasy Zone (Virtual Console);;;;;;
Super Hang-On (World) (En,Ja) (Rev A);Super Hang-On (World, Rev. A);Genesis;;1989;;;1;;;;;;shangon;スーパーハングオン;;;;;;
Super High Impact (USA);Super High Impact (USA);Genesis;;1992;;;;;;;;;shimpact;Super High Impact;;;;;;
Super Hydlide (USA);Super Hydlide (USA);Genesis;suphydl;1989;;;1;;;;;;suphydlu;Super Hydlide;;;;;;
Super Kick Off (Europe);Super Kick Off (Euro);Genesis;;1992;;;2;;;;;;skickoff;Super Kick Off;;;;;;
Super Mario 2 (Taiwan) (En) (Unl);Super Mario 2 1998;Genesis;;199?;<unlicensed>;;;;;;;;smario2;;;;;;;
Super Mario World 64 (Taiwan) (En) (Unl);Super Mario World 64;Genesis;;199?;<unknown>;;2;;;;;;smw64;Super Mario World 64;;;;;;
Super Monaco GP (USA) (En,Ja);Super Monaco GP (USA);Genesis;smgp;1990;;;2;;;;;;smgpu;Super Monaco GP;;;;;;
Super Off Road (USA, Europe) (Unl);Super Off Road (Euro, USA);Genesis;;1994;;;4;;;;;;superoff;Super Off Road;;;;;;
Jordan vs Bird (USA, Europe);Super One on One - Jordan Vs Bird (Euro, USA);Genesis;jordanb;1992;Electronic Arts;;;;;;;;jordanb1;Jordan Vs Bird (Box);;;;;;
Super Skidmarks (Europe) (J-Cart);Super Skidmarks (Euro, J-Cart);Genesis;;1995;;;;;;;;;sskid;Super Skidmarks;;;;;;
Super Smash T.V. (USA, Europe);Super Smash TV (Euro, USA);Genesis;;1992;;;2;;;;;;ssmashtv;Super Smash TV;;;;;;
Super Street Fighter II (USA);Super Street Fighter II - The New Challengers (USA);Genesis;ssf2;1994;;;2;;;;;;ssf2u;Super Street Fighter II: The New Challengers;;;;;;
Super Tank War (Taiwan) (En) (Unl);Super Tank War;Genesis;;199?;Gamtec;;2;;;;;;tankwar;Super Tank War;;;;;;
Super Thunder Blade (World);Super Thunder Blade (World);Genesis;;1989;;;1;;;;;;stblade;スーパーサンダーブレード;;;;;;
Super Volleyball (USA);Super Volley Ball (USA, Alt);Genesis;svolley;1991;Video System;;1;;;;;;svolley1;Super Volley Ball;;;;;;
Superman (USA);Superman (USA);Genesis;superman;1992;;;;;;;;;supermanu;Superman;;;;;;
Switchblade (World) (Unl);Switchblade (World) (Unl);Genesis;;;;;1;;;;;;;Switchblade;;;;;;
Sword of Sodan (USA, Europe);Sword of Sodan (Euro, USA);Genesis;;1990;;;;;;;;;swordsod;Sword of Sodan;;;;;;
Sword of Vermilion (USA, Europe);Sword of Vermilion (Euro, USA);Genesis;;1990;;;1;;;;;;vermil;Sword of Vermilion;;;;;;
Syd of Valis (USA);Syd of Valis (USA);Genesis;;1992;;;1;;;;;;sydvalis;Syd of Valis;;;;;;
Sylvester and Tweety in Cagey Capers ~ Sylvester & Tweety in Cagey Capers (USA, Europe);Sylvester & Tweety in Cagey Capers (Euro);Genesis;;1994;Time Warner Interactive;;;;;;;;sylvestr;Titi & Grosminet dans une Aventure Infernale (French Box);;;;;;
Syndicate (USA, Europe);Syndicate (Euro, USA);Genesis;;1994;;;;;;;;;syndicat;Syndicate;;;;;;
T2 - Terminator 2 - Judgment Day (USA, Europe);T2 - Terminator 2 - Judgment Day (Euro, USA);Genesis;;1991;Flying Edge;;;;;;;;term2;;;;;;;
T2 - The Arcade Game (USA, Europe);T2 - The Arcade Game (Euro, USA);Genesis;;1992;;;1;;;;;;t2ag;T2 - The Arcade Game;;;;;;
TNN Bass Tournament of Champions (USA);TNN Bass Tournament of Champions (USA);Genesis;;1993;;;;;;;;;tnnbass;TNN Bass Tournament of Champions;;;;;;
TNN Outdoors Bass Tournament '96 (USA);TNN Outdoors Bass Tournament '96 (USA);Genesis;;1996;;;;;;;;;tnnout;TNN Outdoors Bass Tournament '96;;;;;;
TaleSpin (USA, Europe);TaleSpin (Euro, USA);Genesis;;1992;;;2;;;;;;talespin;Disney's TaleSpin (Box);;;;;;
Tanglewood (World) (Unl);Tanglewood (World) (Unl);Genesis;;;;;1;;;;;;;Tanglewood;;;;;;
Target Earth (USA);Target Earth (USA);Genesis;;1990;;;;;;;;;trgearth;Target Earth;;;;;;
Task Force Harrier EX (USA);Task Force Harrier EX (USA);Genesis;;1991;;;;;;;;;taskfhex;Task Force Harrier EX;;;;;;
Taz-Mania (World);Taz-Mania (World);Genesis;;1992;;;1;;;;;;tazmania;タズ マニア;;;;;;
TechnoClash (USA, Europe);Techno Clash (Euro, USA);Genesis;;1993;;;0;;;;;;technocl;Technoclash;;;;;;
Technocop (USA);Technocop (USA);Genesis;;1990;;;1;;;;;;tecnocop;Techno Cop;;;;;;
Tecmo Super Baseball (USA);Tecmo Super Baseball (USA);Genesis;;1994;;;2;;;;;;tecmobb;Tecmo Super Baseball;;;;;;
Tecmo Super Bowl (USA);Tecmo Super Bowl (USA, 199309);Genesis;tecmosbw;1993;;;2;;;;;;tecmosbwa;Tecmo Super Bowl;;;;;;
Tecmo Super Bowl II - Special Edition (USA);Tecmo Super Bowl II (USA);Genesis;;1994;;;2;;;;;;tecmosb2;Tecmo Super Bowl II (Special Edition);;;;;;
Tecmo Super Bowl III - Final Edition (USA);Tecmo Super Bowl III - Final Edition (USA);Genesis;;1995;;;2;;;;;;tecmosb3;Tecmo Super Bowl III: Final Edition;;;;;;
Tecmo Super Hockey (USA);Tecmo Super Hockey (USA);Genesis;;1994;;;2;;;;;;tecmohck;Tecmo Super Hockey;;;;;;
Tecmo Super NBA Basketball (USA);Tecmo Super NBA Basketball (USA);Genesis;;1993;;;2;;;;;;tecmonba;Tecmo Super NBA Basketball;;;;;;
Tecmo World Cup (USA);Tecmo World Cup (USA);Genesis;;1990;;;2;;;;;;tecmowc;Tecmo World Cup;;;;;;
Teenage Mutant Ninja Turtles - The Hyperstone Heist (USA);Teenage Mutant Ninja Turtles - The Hyperstone Heist (USA);Genesis;tmhthh;1992;;;2;;;;;;tmnthh;Teenage Mutant Ninja Turtles: The Hyperstone Heist;;;;;;
Teenage Mutant Ninja Turtles - Tournament Fighters (USA);Teenage Mutant Ninja Turtles - Tournament Fighters (USA);Genesis;tmhttf;1993;;;2;;;;;;tmnttfu;Teenage Mutant Ninja Turtles: Tournament Fighters;;;;;;
Tekken Special (Taiwan) (En) (Unl);Tekken Special;Genesis;;199?;<unlicensed>;;;;;;;;tekkensp;;;;;;;
Terminator, The (USA);The Terminator (USA);Genesis;termintr;1991;;;1;;;;;;termintru;The Terminator;;;;;;
Test Drive II - The Duel (USA, Europe) (Unl);Test Drive II - The Duel (Euro, USA);Genesis;;1992;;;1;;;;;;td2;Test Drive II: The Duel;;;;;;
Tetris (World) (Genesis Mini, Mega Drive Mini);Tetris (Jpn);Genesis;;1989;;;1;;;;;;tetris;Tetris;;;;;;
Theme Park (USA, Europe);Theme Park (Euro, USA);Genesis;;1995;;;1;;;;;;themeprk;Theme Park;;;;;;
Thomas the Tank Engine & Friends (USA);Thomas the Tank Engine & Friends (USA);Genesis;;1993;;;;;;;;;thomas;Thomas the Tank Engine & Friends;;;;;;
Thunder Force II (USA, Europe);Thunder Force II (Euro, USA);Genesis;;1989;;;1;;;;;;tf2;Thunder Force II;;;;;;
Thunder Force III (Japan, USA);Thunder Force III (Jpn, USA);Genesis;;1990;;;1;;;;;;tf3;サンダーフォースIII;;;;;;
Thunder Fox (USA);Thunder Fox (USA);Genesis;;1991;;;;;;;;;tfox;Thunder Fox;;;;;;
Tick, The (USA);The Tick (USA);Genesis;;1994;;;;;;;;;tick;The Tick;;;;;;
Time Killers (USA);Time Killers (USA);Genesis;timekill;1996;;;2;;;;;;timekillu;Time Killers;;;;;;
